Plek,Wijk,Postcode,Plaatsnaam,Prijs,Oppervlakte,Kamers,Interieur,Link,AangebodenSinds,Beschikbaarheid,Woningtype,Bouwjaar,Parkeren,Updated,Status
Uranusstraat,Tuindorp Oostzaan,1033 VV,Amsterdam,1750.0,56.0,4.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1324322/uranusstraat/,11-11-2022,Per 03-01-2023,Huis,1923.0,Nee,2022-11-20,Inactive
Baronielaan,Ruitersbos,4835 JL,Breda,600.0,25.0,2.0,,https://www.huurwoningen.nl/huren/breda/1324317/baronielaan/,11-11-2022,Per 01-12-2022,Kamer,,Ja,2022-11-20,Inactive
Lange Hilleweg,Bloemhof,3073 BR,Rotterdam,975.0,45.0,3.0,,https://www.huurwoningen.nl/huren/rotterdam/1324306/lange-hilleweg/,11-11-2022,Per direct,Appartement,,Nee,2022-11-20,Inactive
Nederlandstraat,Europakwartier west,1363 DB,Almere,1425.0,65.0,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/almere/1324305/nederlandstraat/,11-11-2022,Per direct,Appartement,2017.0,Ja,2022-11-20,Inactive
Boschstraat,Valkenberg,4811 GJ,Breda,850.0,35.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/breda/1324296/boschstraat/,11-11-2022,Per 01-01-2023,Studio,,Ja,2022-11-20,Inactive
Grevingaheerd,Beijum-West,9737 SM,Groningen,815.0,81.0,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/groningen/1319365/grevingaheerd/,11-11-2022,Per 01-12-2022,Huis,1981.0,Ja,2022-11-20,Inactive
Dorpsstraat,op Langedijk Broek op Langedijk,1721 BC,Broek op Langedijk,1215.0,71.0,3.0,,https://www.huurwoningen.nl/huren/broek-op-langedijk/1324291/dorpsstraat/,11-11-2022,Per direct,Huis,2020.0,Nee,2022-11-20,Inactive
Dorpsstraat,Onder de Bomen,6871 AJ,Renkum,891.0,47.0,2.0,,https://www.huurwoningen.nl/huren/renkum/1324174/dorpsstraat/,11-11-2022,Per 01-01-2023,Appartement,2021.0,Ja,2022-11-20,Inactive
Walplein,Markt,4331 BS,Middelburg,1120.0,60.0,1.0,Gemeubileerd,https://www.huurwoningen.nl/huren/middelburg/1324061/walplein/,11-11-2022,Per direct,Studio,,Nee,2022-11-20,Inactive
Buitenbrinkweg,Verspreide huizen Zuiderzeeland,3853 LW,Ermelo,1000.0,35.0,4.0,Gemeubileerd,https://www.huurwoningen.nl/huren/ermelo/1308325/buitenbrinkweg/,11-11-2022,Per direct,Huis,,Ja,2022-11-20,Inactive
Lijnbaansgracht,De Weteringschans,1017 RN,Amsterdam,1950.0,65.0,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1324287/lijnbaansgracht/,11-11-2022,Per 05-12-2022,Appartement,1995.0,Nee,2022-11-20,Inactive
Zaagmolenstraat,Frederik Hendrikbuurt,1052 HB,Amsterdam,2050.0,95.0,1.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1324277/zaagmolenstraat/,11-11-2022,Per 20-12-2022,Appartement,1925.0,Ja,2022-11-20,Inactive
Sint-Josephstraat,op Zoom Centrum,4611 MJ,Bergen op Zoom,985.0,55.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/bergen-op-zoom/1324272/sint-josephstraat/,10-11-2022,Per direct,Appartement,2022.0,Nee,2022-11-20,Inactive
Sint-Josephstraat,op Zoom Centrum,4611 MJ,Bergen op Zoom,1088.0,64.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/bergen-op-zoom/1324271/sint-josephstraat/,10-11-2022,Per direct,Appartement,2022.0,Nee,2022-11-20,Inactive
Sint-Josephstraat,op Zoom Centrum,4611 MJ,Bergen op Zoom,1280.0,82.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/bergen-op-zoom/1324270/sint-josephstraat/,10-11-2022,Per direct,Appartement,2022.0,Nee,2022-11-20,Inactive
Kamp 10,Kamp,8225 GE,Lelystad,2150.0,120.0,5.0,Gemeubileerd,https://www.huurwoningen.nl/huren/lelystad/1324264/kamp-10/,10-11-2022,Per direct,Huis,,Ja,2022-11-20,Inactive
Cornelis Anthoniszstraat,Museumkwartier,1071 VX,Amsterdam,2850.0,100.0,4.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1324242/cornelis-anthoniszstraat/,10-11-2022,Per direct,Appartement,1900.0,Ja,2022-11-20,Inactive
Schoener 14,Schoener,8243 TH,Lelystad,1850.0,110.0,5.0,Gemeubileerd,https://www.huurwoningen.nl/huren/lelystad/1324239/schoener-14/,10-11-2022,Per direct,Huis,,Ja,2022-11-20,Inactive
Achter de Heilige Geest,Nieuwstraat e.o.,3811 KE,Amersfoort,1250.0,74.0,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/amersfoort/1324236/achter-de-heilige-geest/,10-11-2022,Per 01-12-2022,Appartement,2005.0,Nee,2022-11-20,Inactive
Rubensstraat,Lakerlopen,5613 JV,Eindhoven,1600.0,90.0,5.0,Gestoffeerd,https://www.huurwoningen.nl/huren/eindhoven/1324232/rubensstraat/,10-11-2022,Per direct,Huis,1934.0,Nee,2022-11-20,Inactive
Meridiaan,Sterrenbeeldenbuurt,3813 AW,Amersfoort,1095.0,70.0,,,https://www.huurwoningen.nl/huren/amersfoort/1324221/meridiaan/,10-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Inactive
Koningshof,IJsselstein-Binnenstad,3401 DW,IJsselstein,650.0,16.0,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/ijsselstein/1324206/koningshof/,10-11-2022,Per direct,Appartement,,Ja,2022-11-20,Inactive
Sledenaarsgang,Grote Markt en omgeving,3311 BT,Dordrecht,1500.0,124.0,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/dordrecht/1324205/sledenaarsgang/,10-11-2022,Per direct,Appartement,1900.0,Ja,2022-11-20,Inactive
Tivolilaan,Terrein ENKA,6824 BT,Arnhem,1200.0,88.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/arnhem/1324198/tivolilaan/,10-11-2022,Per 01-12-2022,Appartement,2006.0,Nee,2022-11-20,Inactive
Achterhoekse Molenweg,'t Wilbert,7556 GR,Hengelo,750.0,45.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/hengelo/1324194/achterhoekse-molenweg/,10-11-2022,Per 01-12-2022,Appartement,2020.0,Nee,2022-11-20,Inactive
Bollenhofsestraat,Wittevrouwen,3572 VP,Utrecht,2300.0,89.0,5.0,,https://www.huurwoningen.nl/huren/utrecht/1324176/bollenhofsestraat/,10-11-2022,Per 02-01-2023,Huis,1880.0,Nee,2022-11-20,Inactive
Breedstraat,Binnenstad,1441 CB,Purmerend,750.0,21.0,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/purmerend/1324169/breedstraat/,10-11-2022,Per direct,Kamer,,Nee,2022-11-20,Inactive
Thorbeckestraat,Overhoven,6136 DD,Sittard,920.0,83.0,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/sittard/1324146/thorbeckestraat/,10-11-2022,Per 01-01-2023,Appartement,1982.0,Ja,2022-11-20,Inactive
Breitnerlaan,Scherpdeel,4703 JT,Roosendaal,985.0,65.0,3.0,Kaal,https://www.huurwoningen.nl/huren/roosendaal/1323376/breitnerlaan/,10-11-2022,Per 01-01-2023,Appartement,1965.0,Nee,2022-11-20,Inactive
Van Mierisstraat,Haag Schildersbuurt-Noord,2526 NS,Den Haag,950.0,55.0,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1324122/van-mierisstraat/,10-11-2022,Per 16-12-2022,Appartement,,Nee,2022-11-20,Inactive
Verdistraat,De Noork,7557 SG,Hengelo,800.0,65.0,3.0,Kaal,https://www.huurwoningen.nl/huren/hengelo/1324109/verdistraat/,10-11-2022,Per direct,Appartement,1965.0,Nee,2022-11-20,Inactive
Jacob van Ruysdaelstraat,Kostverloren,9718 SH,Groningen,895.0,75.0,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/groningen/1324095/jacob-van-ruysdaelstraat/,10-11-2022,Per direct,Appartement,,Nee,2022-11-20,Inactive
Dijk van Bommenede,Zonnemaire,4316 AT,Zonnemaire,750.0,36.0,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/zonnemaire/1324072/dijk-van-bommenede/,10-11-2022,Per direct,Appartement,,Ja,2022-11-20,Inactive
Teylersplein,Schoterveld,2441 LE,Nieuwveen,1325.0,70.0,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/nieuwveen/1324066/teylersplein/,10-11-2022,Per 16-12-2022,Huis,2018.0,Nee,2022-11-20,Inactive
Grote Visserijstraat,Tussendijken,3026 CN,Rotterdam,1400.0,85.0,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/rotterdam/1324059/grote-visserijstraat/,10-11-2022,Per direct,Appartement,1924.0,Nee,2022-11-20,Inactive
Wilhelminasingel,Wyck,6221 BK,Maastricht,1350.0,76.0,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/maastricht/1324057/wilhelminasingel/,10-11-2022,Per 01-12-2022,Appartement,,Ja,2022-11-20,Inactive
Markendaalseweg,Chassé,4811 KE,Breda,1225.0,85.0,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/breda/1324048/markendaalseweg/,10-11-2022,Per 01-12-2022,Appartement,1969.0,Ja,2022-11-20,Inactive
Gildstraat,Wittevrouwen,3572 EV,Utrecht,2250.0,110.0,4.0,Gemeubileerd,https://www.huurwoningen.nl/huren/utrecht/1324023/gildstraat/,10-11-2022,Per 01-01-2023,Huis,,Nee,2022-11-20,Inactive
Sauterneslaan,Campagne,6213 EP,Maastricht,815.0,77.0,4.0,,https://www.huurwoningen.nl/huren/maastricht/1324016/sauterneslaan/,10-11-2022,Per 01-01-2023,Appartement,1979.0,Nee,2022-11-20,Inactive
Van Swindenstraat,Haag Rond de Energiecentrale,2562 RG,Den Haag,950.0,45.0,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/den-haag/1324006/van-swindenstraat/,09-11-2022,Per direct,Appartement,1900.0,Ja,2022-11-20,Inactive
Wolkammersdreef,Belfort,6216 RN,Maastricht,995.0,80.0,5.0,Gestoffeerd,https://www.huurwoningen.nl/huren/maastricht/1323994/wolkammersdreef/,09-11-2022,Per direct,Appartement,1965.0,Ja,2022-11-20,Inactive
Schierstins,Buitenveldert-West,1082 TH,Amsterdam,2000.0,66.0,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1323961/schierstins/,09-11-2022,Per direct,Appartement,1963.0,Nee,2022-11-20,Inactive
Steenlaan,Oud-Rijswijk,2282 BE,Rijswijk,1150.0,84.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/rijswijk/1323950/steenlaan/,09-11-2022,Per 15-12-2022,Appartement,,Nee,2022-11-20,Inactive
Merenhoef,Zandweg-Oostwaard,3601 AC,Maarssen,975.0,60.0,2.0,,https://www.huurwoningen.nl/huren/maarssen/1323949/merenhoef/,09-11-2022,Per direct,Appartement,2019.0,Nee,2022-11-20,Inactive
Rademarkt,Binnenstad-Zuid,9711 CV,Groningen,1150.0,92.0,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/groningen/1323938/rademarkt/,09-11-2022,Per 01-01-2023,Appartement,1898.0,Nee,2022-11-20,Inactive
Korte Lakenstraat,Vijfhoek,2011 ZD,Haarlem,2000.0,77.0,4.0,,https://www.huurwoningen.nl/huren/haarlem/1323918/korte-lakenstraat/,09-11-2022,Per direct,Appartement,1890.0,Nee,2022-11-20,Inactive
Robert Baeldestraat,Kralingen West,3061 TH,Rotterdam,1650.0,92.0,4.0,Gemeubileerd,https://www.huurwoningen.nl/huren/rotterdam/1323914/robert-baeldestraat/,09-11-2022,Per direct,Appartement,1957.0,Ja,2022-11-20,Inactive
Walstraat,Markt,6811 BC,Arnhem,565.0,34.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/arnhem/1323907/walstraat/,09-11-2022,Per 09-12-2022,Appartement,1881.0,Ja,2022-11-20,Inactive
Wieselse Kampweg,Wiesel Agrarisch gebied Wiesel,7345 CJ,Wenum Wiesel,875.0,50.0,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/wenum-wiesel/1323903/wieselse-kampweg/,09-11-2022,Per 01-12-2022,Huis,,Ja,2022-11-20,Inactive
Churchilllaan,Scharn,6226 CS,Maastricht,545.0,20.0,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/maastricht/1323902/churchilllaan/,09-11-2022,Per 01-01-2023,Kamer,,Nee,2022-11-20,Inactive
President Rooseveltlaan,Wyckerpoort,6224 CV,Maastricht,1895.0,126.0,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/maastricht/1323898/president-rooseveltlaan/,09-11-2022,Per 01-01-2023,Huis,,Ja,2022-11-20,Inactive
Weeshuislaan,Carré,3701 JV,Zeist,1650.0,96.0,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/zeist/1323894/weeshuislaan/,09-11-2022,Per 01-12-2022,Appartement,1996.0,Nee,2022-11-20,Inactive
Medusastraat,De Kooi,2315 GS,Leiden,795.0,25.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/leiden/1323886/medusastraat/,09-11-2022,Per 01-12-2022,Appartement,,Ja,2022-11-20,Inactive
Karel Doormanstraat,Boulevard Noord,2041 HD,Zandvoort,1850.0,90.0,4.0,Gemeubileerd,https://www.huurwoningen.nl/huren/zandvoort/1323884/karel-doormanstraat/,09-11-2022,Per direct,Appartement,,Ja,2022-11-20,Inactive
1e Lulofsdwarsstraat,Haag Laakhaven-West,2521 AZ,Den Haag,1165.0,66.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1323881/1e-lulofsdwarsstraat/,09-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Inactive
Korreweg,Professorenbuurt,9714 AJ,Groningen,1400.0,72.0,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/groningen/1323874/korreweg/,09-11-2022,Per 01-12-2022,Appartement,1933.0,Nee,2022-11-20,Inactive
M.K. Gandhiplein,Hoornse Meer,9728 TG,Groningen,1400.0,95.0,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/groningen/1323872/m-k-gandhiplein/,09-11-2022,Per 01-12-2022,Appartement,1989.0,Nee,2022-11-20,Inactive
Hoofdstraat,Kern Zee,2202 EZ,Noordwijk,1475.0,80.0,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/noordwijk-zh/1323871/hoofdstraat/,09-11-2022,Per 01-12-2022,Appartement,1965.0,Nee,2022-11-20,Inactive
Valeriusstraat,Willemspark,1075 GC,Amsterdam,1895.0,60.0,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1323864/valeriusstraat/,09-11-2022,Per 21-11-2022,Appartement,1909.0,Nee,2022-11-20,Inactive
Oudemansstraat,Haag Laakkwartier-Oost,2522 SX,Den Haag,1100.0,75.0,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1323863/oudemansstraat/,09-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Inactive
Hoogstraat,Stadsdriehoek,3011 PL,Rotterdam,1350.0,90.0,3.0,,https://www.huurwoningen.nl/huren/rotterdam/1323857/hoogstraat/,09-11-2022,Per 01-12-2022,Appartement,1997.0,Nee,2022-11-20,Inactive
Twentsestraat,Hoornwerk,7417 BL,Deventer,1050.0,86.0,3.0,Kaal,https://www.huurwoningen.nl/huren/deventer/1323849/twentsestraat/,09-11-2022,Per 01-12-2022,Appartement,,Ja,2022-11-20,Inactive
Liendertseweg,Zangvogelbuurt,3815 BA,Amersfoort,920.0,38.0,,,https://www.huurwoningen.nl/huren/amersfoort/1323838/liendertseweg/,09-11-2022,Per 21-11-2022,Appartement,,Nee,2022-11-20,Inactive
De Mommers,Waalre,5581 AL,Waalre,1675.0,124.0,6.0,Gestoffeerd,https://www.huurwoningen.nl/huren/waalre/1323372/de-mommers/,09-11-2022,Per 01-12-2022,Huis,1972.0,Ja,2022-11-20,Inactive
Boeimeerlaan,Boeimeer,4819 BE,Breda,1350.0,80.0,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/breda/1323811/boeimeerlaan/,09-11-2022,Per 01-01-2023,Appartement,,Ja,2022-11-20,Inactive
Statenlaan,Haag Statenkwartier,2582 GH,Den Haag,1100.0,45.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1323808/statenlaan/,09-11-2022,Per 01-12-2022,Appartement,1917.0,Nee,2022-11-20,Inactive
Poeldijkstraat,Westlandgracht,1059 VL,Amsterdam,2400.0,102.0,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1323803/poeldijkstraat/,09-11-2022,Per 27-11-2022,Appartement,2018.0,Ja,2022-11-20,Inactive
Kasteel Nijenrodestraat,Kastelenbuurt Noord,5037 TH,Tilburg,1300.0,135.0,5.0,,https://www.huurwoningen.nl/huren/tilburg/1323792/kasteel-nijenrodestraat/,09-11-2022,Per 01-12-2022,Huis,1973.0,Nee,2022-11-20,Inactive
Molenstraat,Stationsplein,6811 GW,Arnhem,1250.0,70.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/arnhem/1323781/molenstraat/,09-11-2022,Per 01-12-2022,Appartement,1880.0,Nee,2022-11-20,Inactive
Oranjestraat,Velp-Noord boven spoorlijn,6881 SE,Velp,745.0,51.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/velp-gld/1323773/oranjestraat/,08-11-2022,Per 01-12-2022,Appartement,,Ja,2022-11-20,Inactive
Veneweg,Wanneperveen,7946 LK,Wanneperveen,950.0,100.0,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/wanneperveen/1323771/veneweg/,08-11-2022,Per 01-12-2022,Huis,,Ja,2022-11-20,Inactive
Bronsteeweg,"Heemsteedse Dreef, Schildersbuurt en omgeving",2101 AB,Heemstede,3850.0,205.0,7.0,Gemeubileerd,https://www.huurwoningen.nl/huren/heemstede/1323751/bronsteeweg/,08-11-2022,Per direct,Huis,1930.0,Nee,2022-11-20,Inactive
Witte de Withstraat,Haag Zeeheldenkwartier,2518 CT,Den Haag,1325.0,69.0,,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1323727/witte-de-withstraat/,08-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Inactive
Pasteurstraat,Haag Noordpolderbuurt,2522 RE,Den Haag,1150.0,72.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1323725/pasteurstraat/,08-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Inactive
Okkernootstraat,Haag Rosenburg,2555 ZC,Den Haag,1100.0,73.0,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1323724/okkernootstraat/,08-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Inactive
Richard Wagnerlaan,Haag Componistenbuurt,2555 WV,Den Haag,1200.0,89.0,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1323722/richard-wagnerlaan/,08-11-2022,Per 15-12-2022,Appartement,,Nee,2022-11-20,Inactive
Drijfriemstraat,Haag Noordpolderbuurt,2516 XN,Den Haag,1125.0,75.0,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1323721/drijfriemstraat/,08-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Inactive
Eemlaan,Eemplein-Nieuwe Stad,3812 ED,Amersfoort,1195.0,60.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/amersfoort/1323719/eemlaan/,08-11-2022,Per 01-12-2022,Appartement,2012.0,Nee,2022-11-20,Inactive
Hansenstraat,Groenoord,2316 BD,Leiden,1050.0,37.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/leiden/1323718/hansenstraat/,08-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Inactive
Bomschuitstraat,Witte Hek,2224 TV,Katwijk,1470.0,79.0,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/katwijk/1323717/bomschuitstraat/,08-11-2022,Per 01-02-2023,Appartement,2015.0,Nee,2022-11-20,Inactive
Brugstraat,Utrechtsestraat,6811 MB,Arnhem,575.0,32.0,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/arnhem/1323707/brugstraat/,08-11-2022,Per direct,Appartement,1900.0,Nee,2022-11-20,Inactive
Noordwijkstraat,Haag Scheveningen Badplaats,2586 VE,Den Haag,1850.0,102.0,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1323698/noordwijkstraat/,08-11-2022,Per direct,Huis,1898.0,Nee,2022-11-20,Inactive
St Nicasiusstraat,Tuindorp,5614 CE,Eindhoven,1050.0,45.0,2.0,Kaal,https://www.huurwoningen.nl/huren/eindhoven/1323689/st-nicasiusstraat/,08-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Inactive
Stationsstraat,Centrum Oost 1,4872 TD,Etten-Leur,1050.0,91.0,3.0,,https://www.huurwoningen.nl/huren/etten-leur/1323685/stationsstraat/,08-11-2022,Per direct,Appartement,1937.0,Nee,2022-11-20,Inactive
Coetsstraat,Oud-Assendorp,8012 VB,Zwolle,271.0,14.0,1.0,Kaal,https://www.huurwoningen.nl/huren/zwolle/1323676/coetsstraat/,08-11-2022,Per 01-12-2022,Kamer,1900.0,Nee,2022-11-20,Inactive
Keizerstraat,Haag Scheveningen Badplaats,2584 BJ,Den Haag,450.0,15.0,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1323674/keizerstraat/,08-11-2022,Per direct,Appartement,1900.0,Nee,2022-11-20,Inactive
Roosendaalseweg,Grauwe Polder 1,4876 AA,Etten-Leur,1208.0,91.0,3.0,Kaal,https://www.huurwoningen.nl/huren/etten-leur/1323651/roosendaalseweg/,08-11-2022,Per 01-12-2022,Appartement,2009.0,Ja,2022-11-20,Inactive
Coehoornstraat,op Zoom Vestinggronden-Zuid,4611 KP,Bergen op Zoom,865.0,45.0,2.0,,https://www.huurwoningen.nl/huren/bergen-op-zoom/1323650/coehoornstraat/,08-11-2022,Per 01-12-2022,Appartement,1890.0,Nee,2022-11-20,Inactive
Twentsestraat,Hoornwerk,7417 BL,Deventer,1025.0,80.0,3.0,Kaal,https://www.huurwoningen.nl/huren/deventer/1323644/twentsestraat/,08-11-2022,Per 01-12-2022,Appartement,,Ja,2022-11-20,Inactive
Vermogenweg,Bedrijventerrein Mijdrecht,3641 SR,Mijdrecht,1438.0,75.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/mijdrecht/1323636/vermogenweg/,08-11-2022,Per direct,Huis,2004.0,Ja,2022-11-20,Inactive
2e Verbindingsstraat,Binnenstad-Java,4531 BJ,Terneuzen,775.0,59.0,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/terneuzen/1323169/2e-verbindingsstraat/,08-11-2022,Per direct,Appartement,,Ja,2022-11-20,Inactive
Prinsegracht,Haag Zuidwal,2512 GB,Den Haag,1150.0,65.0,,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1323617/prinsegracht/,08-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Inactive
Prinsegracht,Haag Zuidwal,2512 GG,Den Haag,1350.0,87.0,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1323616/prinsegracht/,08-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Inactive
Sloterkade,Hoofddorppleinbuurt,1058 HM,Amsterdam,1950.0,70.0,2.0,Gemeubileerd,https://www.huurwoningen.nl/huren/amsterdam/1323611/sloterkade/,08-11-2022,Per 20-12-2022,Appartement,2007.0,Nee,2022-11-20,Inactive
Schoolstraat,Uitbreiding Dorp,2861 XD,Bergambacht,1350.0,90.0,3.0,,https://www.huurwoningen.nl/huren/bergambacht/1323609/schoolstraat/,08-11-2022,Per 01-12-2022,Appartement,2022.0,Nee,2022-11-20,Inactive
Kooikersweg,Bosch De Schutskamp,5223 KE,Den Bosch,795.0,38.0,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-bosch/1323595/kooikersweg/,08-11-2022,Per 01-12-2022,Appartement,2013.0,Ja,2022-11-20,Inactive
Tramstraat,Binnenstad,5611 CP,Eindhoven,1495.0,45.0,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/eindhoven/1323593/tramstraat/,08-11-2022,Per 01-12-2022,Appartement,2022.0,Ja,2022-11-20,Inactive
Vertrekspoor,Parkrijk,1567 LH,Assendelft,1850.0,77.0,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/assendelft/1323584/vertrekspoor/,08-11-2022,Per direct,Appartement,2011.0,Ja,2022-11-20,Inactive
Lijmbeekstraat,Limbeek-Noord,5612 ND,Eindhoven,750.0,45.0,1.0,Kaal,https://www.huurwoningen.nl/huren/eindhoven/1323566/lijmbeekstraat/,08-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Inactive
Vredeman de Vriesstraat,Het Lage Land,3067 ZL,Rotterdam,1250.0,65.0,3.0,Gemeubileerd,https://www.huurwoningen.nl/huren/rotterdam/1323563/vredeman-de-vriesstraat/,08-11-2022,Per direct,Appartement,1964.0,Nee,2022-11-20,Inactive
Dr Wiardi Beckmanlaan,aan Zee Egmond aan Zee,1931 BX,Egmond aan Zee,950.0,110.0,4.0,Gemeubileerd,https://www.huurwoningen.nl/huren/egmond-aan-zee/1323537/dr-wiardi-beckmanlaan/,08-11-2022,Per direct,Huis,1973.0,Nee,2022-11-20,Inactive
Jasmijnstraat,Haag Heesterbuurt,2563 RS,Den Haag,880.0,45.0,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1323531/jasmijnstraat/,08-11-2022,Per direct,Appartement,,Nee,2022-11-20,Inactive
Karel Doormanlaan,Zeeheldenkwartier,1215 NZ,Hilversum,1475.0,97.0,4.0,Gestoffeerd,https://www.huurwoningen.nl/huren/hilversum/1323511/karel-doormanlaan/,08-11-2022,Per 01-12-2022,Appartement,,Nee,2022-11-20,Inactive
Paul Krugerstraat,Bloemenlaan e.o. Oost,4382 MD,Vlissingen,875.0,93.0,4.0,,https://www.huurwoningen.nl/huren/vlissingen/1323501/paul-krugerstraat/,08-11-2022,Per direct,Appartement,1958.0,Nee,2022-11-20,Inactive
Bloemendaalselaan,Doeskwartier,2351 RT,Leiderdorp,1495.0,146.0,5.0,Gestoffeerd,https://www.huurwoningen.nl/huren/leiderdorp/1323486/bloemendaalselaan/,07-11-2022,Per direct,Huis,1996.0,Nee,2022-11-20,Inactive
Jurriaan Kokstraat,Haag Scheveningen Badplaats,2586 SJ,Den Haag,1495.0,80.0,2.0,Gestoffeerd,https://www.huurwoningen.nl/huren/den-haag/1323463/jurriaan-kokstraat/,07-11-2022,Per direct,Appartement,1928.0,Nee,2022-11-20,Inactive
Haagdijk,Schorsmolen,4811 TT,Breda,485.0,12.0,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/breda/1323462/haagdijk/,07-11-2022,Per 01-01-2023,Kamer,,Ja,2022-11-20,Inactive
Haagdijk,Schorsmolen,4811 TT,Breda,475.0,12.0,1.0,Gestoffeerd,https://www.huurwoningen.nl/huren/breda/1323461/haagdijk/,07-11-2022,Per 01-12-2022,Appartement,,Ja,2022-11-20,Inactive
Abdijstraat,Doornbos-Linie,4816 JL,Breda,1350.0,99.0,3.0,Gestoffeerd,https://www.huurwoningen.nl/huren/breda/1323460/abdijstraat/,07-11-2022,Per 01-01-2023,Appartement,,Ja,2022-11-20,Inactive
